jobid,level,tech_specialisation,country,state,salary_from,salary_to,currency,type,mode,visa_sponsorship,work_experience_years,education_level,cert_id,certification_text,is_mandatory
4188,Senior,Operational Technology,Singapore,,,,,Full time,,,4,Bachelor Degree,1893,COMIT,0
4229,Middle,Web Applications,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
4239,Middle,UI/UX,Singapore,,3500,4500,SGD,Full time,,,,Bachelor Degree,,,
4243,Senior,Image Processing,Singapore,,,,,Full time,,,,Bachelor Degree,,,
4254,Junior,SAP,Singapore,,,,,Full time,,,0,Bachelor Degree,,,
4264,Middle,React.js,Singapore,,4000,6000,SGD,Full time,,,,Bachelor Degree,,,
4290,Middle,AWS,Singapore,,4000,6000,SGD,Full time,,,,Bachelor Degree,,,
4311,,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,1937,ISC2 (CISSP/CCSP/SSCP),0
4311,,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,1938,OffSec (OSCP),0
4311,,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,1939,Crest CRT,0
4317,Senior,Cybersecurity,Singapore,,,,SGD,Full time,,,5,Bachelor Degree,1942,PMP,1
4372,Senior,Blockchain,Singapore,,,,SGD,Full time,,,7,Bachelor Degree,1984,PMP,0
4409,Middle,ERP and CRM,Singapore,,4800,5500,SGD,Full time,,,3,Bachelor Degree,,,
4439,Middle,System Support,Singapore,,4500,6500,SGD,Full time,Office,,6,Bachelor Degree,2014,CompTIA (A+/Network+/Linux+/Security+),0
4439,Middle,System Support,Singapore,,4500,6500,SGD,Full time,Office,,6,Bachelor Degree,2015,CompTIA (A+/Network+/Linux+/Security+),0
4439,Middle,System Support,Singapore,,4500,6500,SGD,Full time,Office,,6,Bachelor Degree,2016,Microsoft (except Azure),0
4455,Middle,Security Administration,Singapore,,5600,6300,SGD,Full time,,,5,Bachelor Degree,2022,ISC2 (CISSP/CCSP/SSCP),0
4455,Middle,Security Administration,Singapore,,5600,6300,SGD,Full time,,,5,Bachelor Degree,2023,ISACA (CISA/CISM/CRISC),0
4481,Middle,C#,Singapore,,4500,5000,SGD,Full time,,,2,Bachelor Degree,,,
4489,,System Administration,Singapore,,,,SGD,Full time,,,5,Bachelor Degree,2042,Microsoft (except Azure),1
4513,Senior,Digital Manufacturing,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
4515,,Backend,Singapore,,,,,Full time,,,6,Bachelor Degree,,,
4525,Middle,Geomatics,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
4572,Middle,Solarwind,Singapore,,5000,7000,SGD,Contract/Temp,,,5,Bachelor Degree,,,
4595,Senior,Infrastructure,Singapore,,,,,Full time,,,5,Bachelor Degree,2088,CITPM,0
4595,Senior,Infrastructure,Singapore,,,,,Full time,,,5,Bachelor Degree,2089,PMP,0
4595,Senior,Infrastructure,Singapore,,,,,Full time,,,5,Bachelor Degree,2090,VCP,0
4595,Senior,Infrastructure,Singapore,,,,,Full time,,,5,Bachelor Degree,2091,ITIL,0
4595,Senior,Infrastructure,Singapore,,,,,Full time,,,5,Bachelor Degree,2092,Cisco (CCNA/CCNP/CCIE),0
4638,Senior,Physical Security,Singapore,,,,,Full time,,,,Bachelor Degree,,,
4640,Senior,Cyber Security,Singapore,,,,,Full time,,,10,Bachelor Degree,2103,ISC2 (CISSP/CCSP/SSCP),0
4640,Senior,Cyber Security,Singapore,,,,,Full time,,,10,Bachelor Degree,2104,ISACA (CISA/CISM/CRISC),0
4640,Senior,Cyber Security,Singapore,,,,,Full time,,,10,Bachelor Degree,2105,Certified Ethical Hacker (CEH),0
4679,Senior,.NET,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
4683,Junior,App Development,Singapore,,,,,Full time,,,,Bachelor Degree,,,
4697,Senior,IT,Singapore,,,,,Full time,,,15,Bachelor Degree,2130,PMP,0
4697,Senior,IT,Singapore,,,,,Full time,,,15,Bachelor Degree,2131,CITPM,0
4735,Lead,Payment solutions,Singapore,,10000,14000,SGD,Full time,Hybrid,,4,Bachelor Degree,,,
4815,Senior,Project Management,Singapore,,,,,Full time,,,4,Bachelor Degree,2164,PMP,1
4815,Senior,Project Management,Singapore,,,,,Full time,,,4,Bachelor Degree,2165,PRINCE2,1
4836,Middle,Business Analysis,Singapore,,5500,6500,SGD,Full time,,,3,Bachelor Degree,,,
4853,Middle,ERP,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
4858,Senior,SAP,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
4878,Senior,.NET,Singapore,,7000,8000,SGD,Full time,,,8,Bachelor Degree,,,
4942,Senior,ICT,Singapore,,,,,Full time,,,1,Bachelor Degree,2211,RCDD,0
4942,Senior,ICT,Singapore,,,,,Full time,,,1,Bachelor Degree,2212,Cisco (CCNA/CCNP/CCIE),0
4942,Senior,ICT,Singapore,,,,,Full time,,,1,Bachelor Degree,2213,Cisco (CCNA/CCNP/CCIE),0
4942,Senior,ICT,Singapore,,,,,Full time,,,1,Bachelor Degree,2214,CWNA,0
4942,Senior,ICT,Singapore,,,,,Full time,,,1,Bachelor Degree,2215,CWDP,0
4942,Senior,ICT,Singapore,,,,,Full time,,,1,Bachelor Degree,2216,DCD,0
4943,Middle,Dashboard & Analytics,Singapore,,3000,3500,SGD,Contract/Temp,,,,Bachelor Degree,,,
4949,Senior,SAP Basis,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
4968,Middle,Project Management,Singapore,,,,,Full time,,,,Bachelor Degree,,,
4972,Senior,IT Applications Development,Singapore,,,,,Full time,,,3,Bachelor Degree,2224,Data Analytics,0
4972,Senior,IT Applications Development,Singapore,,,,,Full time,,,3,Bachelor Degree,2225,Internet of Things (IoT),0
4972,Senior,IT Applications Development,Singapore,,,,,Full time,,,3,Bachelor Degree,2226,Artificial Intelligence (AI) and Machine Learning (ML),0
4984,Middle,Clojure,Singapore,,,,,Full time,Office,,,Bachelor Degree,,,
4990,Junior,App Development,Singapore,,,,,Full time,,,,Bachelor Degree,,,
4999,Middle,Frontend,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
5011,Senior,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5034,Senior,AI,Singapore,,,,,Contract/Temp,,,,Bachelor Degree,,,
5039,Middle,Computer Vision,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5051,,,Singapore,,,,,Full time,,,5,Bachelor Degree,2256,LEAN,0
5051,,,Singapore,,,,,Full time,,,5,Bachelor Degree,2257,Six Sigma,0
5058,Senior,Firmware,Singapore,,7000,10000,SGD,Full time,,,4,Bachelor Degree,,,
5066,,Salesforce,Singapore,,,,,Full time,,,5,Bachelor Degree,2260,Salesforce,0
5073,Senior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5074,,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5082,Middle,GxP,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
5095,Middle,Oracle PeopleSoft,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
5104,Middle,Database Administration,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
5108,Middle,Golang,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5121,Middle,Network Administration,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
5131,Middle,SharePoint,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
5135,Senior,Data Engineering,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5140,Senior,IT Operations and Maintenance,Singapore,,,,,Full time,,,5,Bachelor Degree,2288,ITIL,0
5140,Senior,IT Operations and Maintenance,Singapore,,,,,Full time,,,5,Bachelor Degree,2289,ISC2 (CISSP/CCSP/SSCP),0
5145,,Java,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
5149,Middle,Educational Technology,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
5152,Middle,Application Services,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
5162,Middle,IT Infrastructure,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5177,Middle,Aviation,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
5195,Senior,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5202,Lead,Security,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
5215,Middle,Software Development,Singapore,,,,,Full time,,,1,Bachelor Degree,,,
5298,Middle,Compliance,Singapore,,5000,7000,SGD,Contract/Temp,,,2,Bachelor Degree,,,
5316,Middle,,Singapore,,5000,7500,SGD,Full time,Office,,,Bachelor Degree,,,
5320,Lead,Machine Learning,Singapore,,9400,14000,SGD,Full time,,,2,Bachelor Degree,2382,Azure,0
5320,Lead,Machine Learning,Singapore,,9400,14000,SGD,Full time,,,2,Bachelor Degree,2383,AWS,0
5320,Lead,Machine Learning,Singapore,,9400,14000,SGD,Full time,,,2,Bachelor Degree,2384,Google Cloud Platform Analytics,0
5336,Middle,Machine Learning,Singapore,,5400,8000,SGD,Full time,,,2,Bachelor Degree,2395,Azure,0
5336,Middle,Machine Learning,Singapore,,5400,8000,SGD,Full time,,,2,Bachelor Degree,2396,AWS,0
5336,Middle,Machine Learning,Singapore,,5400,8000,SGD,Full time,,,2,Bachelor Degree,2397,Google Cloud Platform Analytics,0
5367,Middle,Client Technology,Singapore,,,,,Full time,Office,,3,Bachelor Degree,,,
5401,Junior,Data Analytics,Singapore,,,,,Full time,,,1,Bachelor Degree,,,
5489,Junior,Java,Singapore,,,,,Full time,Remote,,1,Bachelor Degree,,,
5492,Senior,SAP,Singapore,,8000,12000,SGD,Full time,,,5,Bachelor Degree,,,
5518,Senior,Cloud Architecture,Singapore,,,,,Full time,,,9,Bachelor Degree,2481,AWS,1
5526,Middle,Systems Administration,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
5573,Middle,Unix,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
5575,Senior,Process Implementation,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5582,Middle,Dynamics 365,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
5595,Senior,Networks,Singapore,,,,,Full time,,,6,Bachelor Degree,2505,Cisco (CCNA/CCNP/CCIE),1
5595,Senior,Networks,Singapore,,,,,Full time,,,6,Bachelor Degree,2506,Cisco (CCNA/CCNP/CCIE),1
5595,Senior,Networks,Singapore,,,,,Full time,,,6,Bachelor Degree,2507,Cisco (CCNA/CCNP/CCIE),0
5658,Junior,Trust Technologies,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5667,Senior,Salesforce,Singapore,,,,,Full time,,,5,Bachelor Degree,2527,Salesforce,0
5711,Lead,AI/Chatbot,Singapore,,8000,11000,SGD,Full time,,,10,Bachelor Degree,,,
5733,Middle,Cloud Computing,Singapore,,,,,Full time,,,,Bachelor Degree,2573,Cisco (CCNA/CCNP/CCIE),1
5733,Middle,Cloud Computing,Singapore,,,,,Full time,,,,Bachelor Degree,2574,Azure,1
5751,Middle,OutSystems,Singapore,,,,,Full time,,,3,Bachelor Degree,2582,OutSystems certifications,0
5810,Middle,Murex,Singapore,,8000,12000,SGD,Full time,,,,Bachelor Degree,,,
5852,Senior,Project Management,Singapore,,,,,Full time,,,12,Bachelor Degree,2654,PMP,1
5852,Senior,Project Management,Singapore,,,,,Full time,,,12,Bachelor Degree,2655,PRINCE2,1
5863,Middle,Linux,Singapore,,7000,9000,SGD,Full time,,,,Bachelor Degree,,,
5922,Senior,Robotics,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5930,Middle,Network Engineering,Singapore,,,,,Full time,,,,Bachelor Degree,2705,Fortinet NSE / FCP,1
5930,Middle,Network Engineering,Singapore,,,,,Full time,,,,Bachelor Degree,2706,Cisco (CCNA/CCNP/CCIE),0
5946,,Inventory Management,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5948,Middle,Marketing,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5958,,Frontend,Singapore,,,,,Full time,,,8,Bachelor Degree,,,
5970,Senior,DevOps,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5976,Middle,DevOps,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
5977,Middle,JavaScript,Singapore,,3000,5000,,Full time,,,2,Bachelor Degree,,,
6005,Middle,MBO,Singapore,,,,,Full time,,,,Bachelor Degree,,,
6029,Senior,React Native,Singapore,,,,,Full time,,,,Bachelor Degree,,,
6032,Junior,IT,Singapore,,2800,3300,SGD,Full time,,,1,Bachelor Degree,,,
6038,Middle,Java,Singapore,,6000,6800,SGD,Full time,,,6,Bachelor Degree,,,
6093,Senior,IT Industry,Singapore,,5000,7000,SGD,Full time,,,8,Bachelor Degree,,,
6109,Senior,ICT & SS,Singapore,,,,,Full time,,,8,Bachelor Degree,2765,COMIT,0
6110,Middle,Data Warehousing,Singapore,,,,,Full time,Hybrid,,3,Bachelor Degree,,,
6114,Middle,Full Stack,Singapore,,4400,6500,SGD,Full time,,,3,Bachelor Degree,,,
6127,Middle,SSD,Singapore,,3000,3000,,Contract/Temp,Office,,,Bachelor Degree,,,
6158,Middle,Software Testing,Singapore,,3800,4600,SGD,Full time,,,5,Bachelor Degree,,,
6196,Lead,Cloud Engineer,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
6249,Middle,IT Security,Singapore,,3500,5000,SGD,Full time,,,3,Bachelor Degree,2841,Microsoft (except Azure),0
6249,Middle,IT Security,Singapore,,3500,5000,SGD,Full time,,,3,Bachelor Degree,2842,ISC2 (CISSP/CCSP/SSCP),0
6268,Senior,Project Management,Singapore,,6000,9000,SGD,Contract/Temp,,,8,Bachelor Degree,,,
6294,Lead,Data Architecture,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
6305,Senior,Security Systems,Singapore,,7500,8500,SGD,Full time,,,,Bachelor Degree,2860,Engineer level certification for security systems,1
6305,Senior,Security Systems,Singapore,,7500,8500,SGD,Full time,,,,Bachelor Degree,2861,PLRD License,1
6305,Senior,Security Systems,Singapore,,7500,8500,SGD,Full time,,,,Bachelor Degree,2862,Occupational First Aider certified,0
6305,Senior,Security Systems,Singapore,,7500,8500,SGD,Full time,,,,Bachelor Degree,2863,"Certification for Lenel, Genetec etc.",0
6317,Middle,AI/ML,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
6322,Senior,IT,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
6332,Lead,ServiceNow,Singapore,,,,,Full time,,,8,Bachelor Degree,,,
6335,Senior,Business Process Re-engineering,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
6341,Middle,ERP,Singapore,,3300,4900,SGD,Full time,,,,Bachelor Degree,,,
6370,Senior,Java,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
6431,Middle,IT Support,Singapore,,2500,2800,SGD,Full time,Office,,,Bachelor Degree,,,
6440,Middle,Control-M,Singapore,,4000,6000,SGD,Contract/Temp,,,3,Bachelor Degree,,,
6459,,SAP,Singapore,,,,,Contract/Temp,,,3,Bachelor Degree,,,
6488,Middle,Telecom,Singapore,,4000,5000,SGD,Full time,,,,Bachelor Degree,,,
6505,Senior,SAP GRC,Singapore,,,,,Full time,,,5,Bachelor Degree,2922,SAP,0
6507,Middle,Python,Singapore,,4000,4300,SGD,Full time,,,,Bachelor Degree,,,
6528,Middle,Embedded Systems,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
6571,Lead,Networks & Systems Administration,Singapore,,,,,Full time,,,10,Bachelor Degree,2945,Cisco (CCNA/CCNP/CCIE),0
6571,Lead,Networks & Systems Administration,Singapore,,,,,Full time,,,10,Bachelor Degree,2946,Cisco (CCNA/CCNP/CCIE),0
6571,Lead,Networks & Systems Administration,Singapore,,,,,Full time,,,10,Bachelor Degree,2947,CompTIA (A+/Network+/Linux+/Security+),0
6618,Middle,Java,Singapore,,,,,Full time,,,,Bachelor Degree,2978,Java programmer/developer certification,0
6649,Senior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,2992,Professional certifications in cyber/information security,0
6661,Senior,Blockchain,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
6681,,,Singapore,,4500,6500,SGD,Contract/Temp,,,3,Bachelor Degree,,,
6687,,Machine Vision,Singapore,,,,,Full time,,,1,Bachelor Degree,,,
6708,Junior,IoT Development,Singapore,,,,,Full time,,,,Bachelor Degree,,,
6714,Middle,IoT,Singapore,,,,,Full time,,,,Bachelor Degree,,,
6720,Senior,Data Services,Singapore,,,,,Full time,,,6,Bachelor Degree,3016,"Data, Analytics, AI&ML Literacy",0
6720,Senior,Data Services,Singapore,,,,,Full time,,,6,Bachelor Degree,3017,Cloud Literacy and Administration,0
6720,Senior,Data Services,Singapore,,,,,Full time,,,6,Bachelor Degree,3018,Database Certified Professional,0
6720,Senior,Data Services,Singapore,,,,,Full time,,,6,Bachelor Degree,3019,Red Hat (RHCSA/RHCE/RHCA),0
6720,Senior,Data Services,Singapore,,,,,Full time,,,6,Bachelor Degree,3020,ITIL,0
6724,Junior,IoT,Singapore,,,,,Full time,,,,Bachelor Degree,,,
6739,Senior,Project Management,Singapore,,,,,Full time,,,12,Bachelor Degree,,,
6746,Middle,ERP,Singapore,,3200,4800,SGD,Full time,,,3,Bachelor Degree,,,
6749,,Business Intelligence,Singapore,,5000,7200,SGD,Full time,,,3,Bachelor Degree,,,
6750,Senior,AI,Singapore,,,,,Full time,,,,Bachelor Degree,,,
6799,,Technical Writing,Singapore,,4500,6000,SGD,Contract/Temp,Office,,5,Bachelor Degree,,,
6825,Middle,Robotics,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
6840,Senior,Infrastructure,Singapore,,8000,10000,SGD,Full time,,,5,Bachelor Degree,,,
6847,,Java,Singapore,,,,,Full time,,,7,Bachelor Degree,,,
6908,Senior,Radio Access Network (RAN),Singapore,,5500,7000,SGD,Contract/Temp,,,10,Bachelor Degree,,,
6955,,Technology Risk,Singapore,,,,,Full time,,,6,Bachelor Degree,3100,CPA,0
6955,,Technology Risk,Singapore,,,,,Full time,,,6,Bachelor Degree,3101,CIA,0
6955,,Technology Risk,Singapore,,,,,Full time,,,6,Bachelor Degree,3102,ISACA (CISA/CISM/CRISC),0
6955,,Technology Risk,Singapore,,,,,Full time,,,6,Bachelor Degree,3103,ISC2 (CISSP/CCSP/SSCP),0
7038,Middle,JAVA,Singapore,,4000,5500,SGD,Contract/Temp,,,3,Bachelor Degree,,,
7099,Senior,Scrum,Singapore,,,,,Full time,,,5,Bachelor Degree,3169,Certified Scrum Master,1
7107,Senior,C++,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
7117,Middle,Blockchain,Singapore,,,,,Contract/Temp,,,,Bachelor Degree,,,
7118,Senior,Microsoft,Singapore,,,,,Full time,,,3,Bachelor Degree,3172,Microsoft (except Azure),0
7127,Middle,Embedded Systems,Singapore,,,,,Contract/Temp,,,2,Bachelor Degree,,,
7131,Middle,Automation Testing,Singapore,,,,,Contract/Temp,,,3,Bachelor Degree,3173,Software Testing,0
7134,Senior,API Management,Singapore,,,,,Full time,,,5,Bachelor Degree,3181,AWS,0
7134,Senior,API Management,Singapore,,,,,Full time,,,5,Bachelor Degree,3182,PMP,0
7155,Middle,Salesforce,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
7172,Senior,Information Security,Singapore,,,,,Full time,,,8,Bachelor Degree,3192,ISC2 (CISSP/CCSP/SSCP),1
7172,Senior,Information Security,Singapore,,,,,Full time,,,8,Bachelor Degree,3193,ISACA (CISA/CISM/CRISC),1
7172,Senior,Information Security,Singapore,,,,,Full time,,,8,Bachelor Degree,3194,SANS Certification,1
7172,Senior,Information Security,Singapore,,,,,Full time,,,8,Bachelor Degree,3195,CCSK,1
7172,Senior,Information Security,Singapore,,,,,Full time,,,8,Bachelor Degree,3196,ISC2 (CISSP/CCSP/SSCP),1
7192,Middle,Java,Singapore,,,,,Contract/Temp,,,3,Bachelor Degree,3203,ITIL,0
7195,Middle,Networks,Singapore,,,,,Contract/Temp,,,2,Bachelor Degree,3204,Professional certification in networking,0
7204,Junior,Financial Technology,Singapore,,,,,Full time,,,0,Bachelor Degree,,,
7209,Senior,Data Warehousing,Singapore,,,,,Full time,,,10,Bachelor Degree,3214,PMP,0
7209,Senior,Data Warehousing,Singapore,,,,,Full time,,,10,Bachelor Degree,3215,PRINCE2,0
7214,Senior,Cards,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
7231,Senior,BI,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
7235,Middle,Backend,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
7245,Middle,Automation,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
7246,Senior,Networking,Singapore,,,,,Full time,,,,Bachelor Degree,3234,Cisco (CCNA/CCNP/CCIE),1
7246,Senior,Networking,Singapore,,,,,Full time,,,,Bachelor Degree,3235,Cisco (CCNA/CCNP/CCIE),1
7249,,Automation Testing,Singapore,,,,,Full time,,,9,Bachelor Degree,,,
7268,Senior,Digital Adoption,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
7291,Middle,E-Commerce,Singapore,,,,,Full time,,No,2,Bachelor Degree,,,
7292,Senior,Java,Singapore,,,,,Full time,,,6,Bachelor Degree,,,
7315,Middle,Oracle Fusion Financials ERP,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
7318,Senior,Cybersecurity,Singapore,,,,,Full time,,,3,Bachelor Degree,3258,OffSec (OSCP),0
7318,Senior,Cybersecurity,Singapore,,,,,Full time,,,3,Bachelor Degree,3259,CRT,0
7318,Senior,Cybersecurity,Singapore,,,,,Full time,,,3,Bachelor Degree,3260,ISACA (CISA/CISM/CRISC),0
7318,Senior,Cybersecurity,Singapore,,,,,Full time,,,3,Bachelor Degree,3261,ISC2 (CISSP/CCSP/SSCP),0
7318,Senior,Cybersecurity,Singapore,,,,,Full time,,,3,Bachelor Degree,3262,ISACA (CISA/CISM/CRISC),0
7318,Senior,Cybersecurity,Singapore,,,,,Full time,,,3,Bachelor Degree,3263,GICSP,0
7324,Senior,Project Management,Singapore,,,,,Full time,,,10,Bachelor Degree,3265,PMP,0
7324,Senior,Project Management,Singapore,,,,,Full time,,,10,Bachelor Degree,3266,PRINCE2,0
7325,,Big Data,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
7330,Senior,ITSM,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
7333,Senior,Security,Singapore,,,,,Full time,Hybrid,,6,Bachelor Degree,3274,GIAC,1
7333,Senior,Security,Singapore,,,,,Full time,Hybrid,,6,Bachelor Degree,3275,ISC2 (CISSP/CCSP/SSCP),1
7333,Senior,Security,Singapore,,,,,Full time,Hybrid,,6,Bachelor Degree,3276,GIAC,0
7333,Senior,Security,Singapore,,,,,Full time,Hybrid,,6,Bachelor Degree,3277,GIAC,0
7333,Senior,Security,Singapore,,,,,Full time,Hybrid,,6,Bachelor Degree,3278,CSCP,0
7333,Senior,Security,Singapore,,,,,Full time,Hybrid,,6,Bachelor Degree,3279,ISC2 (CISSP/CCSP/SSCP),0
7333,Senior,Security,Singapore,,,,,Full time,Hybrid,,6,Bachelor Degree,3280,ISACA (CISA/CISM/CRISC),0
7333,Senior,Security,Singapore,,,,,Full time,Hybrid,,6,Bachelor Degree,3281,ISACA (CISA/CISM/CRISC),0
7333,Senior,Security,Singapore,,,,,Full time,Hybrid,,6,Bachelor Degree,3282,FAIR Open,0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3287,ISC2 (CISSP/CCSP/SSCP),0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3288,ISACA (CISA/CISM/CRISC),0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3289,ISACA (CISA/CISM/CRISC),0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3290,SABSA,0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3291,PRINCE2,0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3292,TOGAF,0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3293,ITIL,0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3294,OffSec (OSCP),0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3295,CREST,0
7340,Senior,Cyber Security,Singapore,,,,,Full time,,,5,Bachelor Degree,3296,GIAC,0
7387,Senior,SAP,Singapore,,8000,10000,SGD,Full time,,,7,Bachelor Degree,,,
7390,Senior,IT Infrastructure,Singapore,,7000,8000,SGD,Contract/Temp,,,,Bachelor Degree,,,
7397,Senior,SAP S/4 HANA FICO,Singapore,,,,,Full time,,,12,Bachelor Degree,3322,SAP,0
7414,Middle,AWS,Singapore,,,,,Full time,,,4,Bachelor Degree,3353,AWS,0
7497,Middle,Project Management,Singapore,,5000,7000,SGD,Contract/Temp,,,3,Bachelor Degree,,,
7506,Junior,Project Management,Singapore,,,,,Full time,,,,Bachelor Degree,,,
7523,Middle,Backend Development,Singapore,,4000,6000,SGD,Full time,,,5,Bachelor Degree,,,
7535,Senior,Cloud,Singapore,,,,SGD,Full time,,,10,Bachelor Degree,3412,AWS,0
7535,Senior,Cloud,Singapore,,,,SGD,Full time,,,10,Bachelor Degree,3413,Azure,0
